datetime,portfolio_value,cash,return
2024-01-02 09:30:00-05:00,100000.0,100000.0,
2024-01-03 09:30:00-05:00,99982.69989013672,95278.3999633789,-0.00017300109863283009
2024-01-04 09:30:00-05:00,99961.3998413086,95278.3999633789,-0.0002130373439758193
2024-01-05 09:30:00-05:00,99953.29986572266,95278.3999633789,-8.103103396706057e-05
2024-01-06 09:30:00-05:00,99953.29986572266,95278.3999633789,0.0
2024-01-08 09:30:00-05:00,99962.69989013672,95278.3999633789,9.404416289093831e-05
2024-01-09 09:30:00-05:00,99997.09991455078,95278.3999633789,0.0003441286044880698
2024-01-10 09:30:00-05:00,100020.0,95278.3999633789,0.0002290074959052646
2024-01-11 09:30:00-05:00,100054.29992675781,95278.3999633789,0.0003429306814417554
2024-01-12 09:30:00-05:00,100056.79992675781,95278.3999633789,2.4986432385576407e-05
2024-01-13 09:30:00-05:00,100056.79992675781,95278.3999633789,0.0
2024-01-16 09:30:00-05:00,100031.00006103516,95278.3999633789,-0.00025785219736729204
2024-01-17 09:30:00-05:00,99996.6000366211,95278.3999633789,-0.0003438936369032364
2024-01-18 09:30:00-05:00,100018.50006103516,95278.3999633789,0.00021900769032190404
2024-01-19 09:30:00-05:00,100054.89990234375,95278.3999633789,0.0003639310856129452
2024-01-20 09:30:00-05:00,100054.89990234375,95278.3999633789,0.0
2024-01-22 09:30:00-05:00,100118.50006103516,95278.3999633789,0.0006356526142496932
2024-01-23 09:30:00-05:00,100118.50006103516,95278.3999633789,0.0
2024-01-24 09:30:00-05:00,100156.49993896484,95278.3999633789,0.0003795490134841373
2024-01-25 09:30:00-05:00,100154.19982910156,95278.3999633789,-2.2965158174237388e-05
2024-01-26 09:30:00-05:00,100154.29992675781,95278.3999633789,9.99435434856366e-07
2024-01-27 09:30:00-05:00,100154.29992675781,95278.3999633789,0.0
2024-01-29 09:30:00-05:00,100155.70007324219,95278.3999633789,1.3979893877635874e-05
2024-01-30 09:30:00-05:00,100183.99993896484,95278.3999633789,0.00028255871310323144
